TRAVELER_ID,GENDER,AGE_GRP,INCOME,trip_day,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,SIDO,GUNGU,VISIT_AREA_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,sort
a003257,1,20,3,1,3,4,1,4,6,2,6,1,2,1,0,경기,화성시,하피랜드,30,1,1,4,4,4,1548
a003436,0,20,4,3,4,5,1,2,4,2,3,1,7,2,0,서울,종로구,학고재,30,3,0,5,5,5,1770
a003390,1,20,5,2,3,4,1,4,2,4,2,2,3,2,0,경기,남양주시,한강뮤지엄,150,3,0,5,5,5,1916
a011203,1,20,4,2,2,3,2,1,3,6,2,1,7,1,1,경기,파주시,한국근현대사박물관,60,2,0,5,4,5,972
a006443,1,20,4,1,1,2,1,1,6,7,1,7,7,2,0,서울,송파구,한국대중음악박물관,60,2,0,5,5,5,917
a008553,1,20,4,1,4,4,3,4,3,1,3,6,3,2,0,경기,부천시,한국만화박물관,90,2,0,5,5,5,1736
a004700,1,20,2,2,1,3,2,2,4,4,4,6,5,3,1,경기,용인시,한국민속촌,180,3,0,5,5,5,1308
a001311,0,20,1,2,2,3,2,2,4,4,4,6,5,2,1,경기,용인시,한국민속촌,150,6,0,4,4,3,1762
a001549,1,20,2,1,1,3,2,2,4,4,4,6,5,3,1,경기,용인시,한국민속촌,120,3,0,5,5,5,924
a003031,1,20,3,3,1,3,2,2,4,4,4,6,5,2,0,경기,용인시,한국민속촌,150,2,0,4,4,5,891
a004205,1,20,4,1,6,3,2,2,4,4,4,6,5,3,1,경기,용인시,한국민속촌,360,6,1,5,5,5,269
a003227,0,20,3,2,7,3,2,2,4,4,4,6,5,3,1,경기,용인시,한국민속촌,180,6,1,2,2,3,1180
a006474,1,20,4,1,1,3,2,2,4,4,4,6,5,3,1,경기,용인시,한국민속촌,120,6,0,4,5,4,654
a003947,0,20,2,2,1,3,2,2,4,4,4,6,5,3,1,경기,용인시,한국민속촌,270,2,0,5,5,5,1421
a004700,1,20,2,2,1,3,2,2,4,4,4,6,5,3,1,경기,용인시,한국민속촌,210,6,0,4,5,5,1306
a001469,1,20,4,3,1,3,2,2,4,4,4,6,5,2,0,경기,용인시,한국민속촌,90,6,1,5,5,5,291
a000136,1,20,3,2,1,5,3,3,3,4,3,3,2,2,2,서울,중구,한국은행 화폐박물관,60,2,0,4,3,4,1830
a000984,0,20,6,5,10,4,2,2,4,3,5,3,4,7,0,서울,용산구,한국이슬람교 서울중앙성원,30,2,0,4,1,3,750
a003016,0,20,4,3,1,4,2,2,4,3,5,3,4,2,1,서울,용산구,한국이슬람교 서울중앙성원,30,2,0,2,2,2,895
a003965,1,20,4,1,5,2,6,1,4,4,3,2,1,7,0,경기,파주시,한길 북하우스,90,2,0,3,3,3,826
a001316,1,20,2,4,2,4,3,2,7,6,4,2,5,7,5,서울,송파구,한성백제박물관,30,2,0,4,3,3,349
a001879,1,20,4,3,4,5,7,7,7,7,7,7,2,8,1,경기,수원시,한옥기술전시관,30,3,0,5,5,5,888
a009619,0,20,4,1,1,3,2,3,3,5,4,6,4,2,1,경기,포천시,한탄임진강지질공원,30,1,0,5,4,4,1130
a005655,0,20,1,1,2,5,2,2,3,3,5,1,4,3,1,인천,연수구,해돋이공원,30,1,1,5,3,3,1795
a003163,1,20,4,3,1,4,1,2,2,4,4,3,6,2,1,경기,남양주시,해자연캠핑장,960,1,1,4,4,4,387
a000554,0,20,1,3,1,6,1,1,3,4,6,3,2,3,1,서울,종로구,해피씨어터,120,3,0,5,5,5,1365
a001879,1,20,4,3,4,5,7,7,7,7,7,7,2,8,1,경기,수원시,행궁다과,30,4,0,4,3,3,885
a006990,1,20,3,1,3,1,2,1,1,1,7,7,4,1,1,경기,수원시,행리단길,90,4,0,4,4,3,762
a000930,1,20,3,2,1,2,1,2,3,3,2,1,6,2,0,경기,고양시,행주산성역사공원,60,2,0,5,5,5,1668
a003291,1,20,5,1,5,3,3,2,5,5,5,4,4,1,3,경기,포천시,허브아일랜드,180,6,0,4,4,4,116
a006232,0,20,3,1,1,3,3,2,5,5,5,4,4,7,1,경기,포천시,허브아일랜드,150,6,0,4,3,5,511
a002274,1,20,4,2,1,3,3,2,5,5,5,4,4,1,1,경기,포천시,허브아일랜드,180,6,0,4,2,4,1116
a001909,1,20,3,2,1,3,3,2,5,5,5,4,4,1,1,경기,포천시,허브아일랜드,120,1,0,3,2,2,312
a011248,0,20,3,1,1,3,3,2,5,5,5,4,4,9,1,경기,포천시,허브아일랜드,120,8,0,5,5,5,1817
a003368,1,20,1,2,1,3,3,2,5,5,5,4,4,9,1,경기,포천시,허브아일랜드,60,7,1,5,5,5,1799
a003368,1,20,1,2,1,3,3,2,5,5,5,4,4,9,1,경기도,포천시,허브아일랜드,60,8,0,3,3,3,1800
a006436,0,20,4,1,2,4,3,2,3,4,4,3,4,1,0,서울,구로구,현대백화점 디큐브시티점,90,4,0,4,4,3,297
a000021,0,20,5,2,2,4,3,2,3,4,4,3,4,3,1,서울,구로구,현대백화점 디큐브시티점,60,4,0,4,3,3,1530
a001394,1,20,4,3,2,4,3,2,3,4,4,3,4,3,1,서울,구로구,현대백화점 디큐브시티점,150,4,0,5,5,5,1379
a005503,1,20,4,2,5,4,2,3,4,4,4,6,4,7,1,서울,강남구,현대백화점 무역센터점,90,4,0,4,4,4,965
a000080,0,20,4,8,2,4,2,3,4,4,4,6,4,1,1,서울,강남구,현대백화점 무역센터점,90,4,0,4,4,4,55
a001132,1,20,4,4,2,4,3,3,6,5,5,3,3,7,0,서울,서대문구,현대백화점 신촌점,30,4,0,5,5,5,939
a000898,1,20,5,3,6,4,2,4,4,4,5,5,5,1,1,서울,강남구,현대백화점 압구정본점,120,4,1,5,5,5,513
a001448,1,20,5,3,5,4,2,4,4,4,5,5,5,3,1,서울,강남구,현대백화점 압구정본점,120,4,0,5,5,5,45
a004415,1,20,4,2,1,4,2,4,4,4,5,5,5,2,0,서울,강남구,현대백화점 압구정본점,30,4,0,4,4,4,572
a001685,0,20,1,2,3,4,2,4,4,4,5,5,5,2,1,서울,강남구,현대백화점 압구정본점,30,4,0,3,3,3,1636
a017947,1,20,3,1,2,4,4,2,4,4,6,4,6,2,0,경기,부천시,현대백화점 중동점,90,4,1,4,4,5,163
a003114,1,20,3,2,1,6,2,2,3,4,4,4,4,3,1,경기,성남시,현대백화점 판교점,120,4,0,4,3,4,448
a006487,1,20,3,1,1,6,2,2,3,4,4,4,4,1,0,경기,성남시,현대백화점 판교점,360,4,0,4,4,4,1228
a006534,0,20,5,1,2,6,2,2,3,4,4,4,4,2,0,경기,성남시,현대백화점 판교점,240,4,0,4,4,4,1699
a011436,1,20,5,2,4,6,2,2,3,4,4,4,4,1,1,경기,성남시,현대백화점 판교점,90,4,0,3,3,3,1869
a004198,0,20,2,3,1,6,1,1,1,6,2,2,5,2,0,서울,서대문구,현대백화점유플렉스 신촌점,60,4,0,3,3,3,561
a002930,1,20,5,2,2,6,1,1,1,6,2,2,5,2,1,서울,서대문구,현대백화점유플렉스 신촌점,150,4,0,5,5,5,188
a001750,0,20,2,2,5,7,1,7,1,3,6,1,7,6,1,서울,중구,현대시티아울렛 동대문점,60,4,0,5,3,3,1426
a000653,0,20,1,3,6,6,2,2,4,4,4,4,6,2,1,서울,종로구,현대카드 디자인 라이브러리,60,3,0,4,4,4,509
a003230,1,20,5,2,3,6,2,2,4,4,4,4,6,1,0,서울,종로구,현대카드 디자인 라이브러리,30,3,0,4,3,4,253
a018158,1,20,2,1,4,5,2,4,3,5,3,3,7,1,0,서울,강남구,현대카드 쿠킹 라이브러리,90,3,1,4,5,4,447
a005777,1,20,4,1,1,4,2,2,2,3,6,4,4,2,1,경기,김포시,현대프리미엄아울렛 김포점,240,4,1,5,5,5,758
a003919,1,20,6,2,1,4,2,2,2,3,6,4,4,1,1,경기,김포시,현대프리미엄아울렛 김포점,120,4,1,3,3,3,1073
a007191,0,20,5,1,1,4,2,2,3,3,4,4,4,2,1,인천,연수구,현대프리미엄아울렛 송도점,60,4,0,4,3,4,871
b012022,1,20,4,2,1,4,2,2,3,3,4,4,4,1,0,인천,연수구,현대프리미엄아울렛 송도점,150,4,0,4,4,4,1872
a001734,1,20,4,2,4,4,2,2,3,3,4,4,4,2,1,인천,연수구,현대프리미엄아울렛 송도점,270,4,1,5,5,5,11
a009988,0,20,1,2,2,4,2,2,3,3,4,4,4,2,1,인천,연수구,현대프리미엄아울렛 송도점,60,4,1,5,5,5,551
a009646,1,20,2,1,5,4,2,2,3,3,4,4,4,4,0,인천,연수구,현대프리미엄아울렛 송도점,120,4,1,4,5,4,603
a007005,1,20,3,1,1,4,2,2,3,3,4,4,4,7,0,인천,연수구,현대프리미엄아울렛 송도점,30,4,0,3,3,3,1613
a005655,0,20,1,1,2,4,2,2,3,3,4,4,4,3,1,인천,연수구,현대프리미엄아울렛 송도점,60,4,1,3,3,3,1797
a001160,0,20,5,2,2,4,2,2,3,3,4,4,4,1,1,인천,연수구,현대프리미엄아울렛 송도점,180,4,0,4,3,3,543
a010210,0,20,4,3,3,4,2,2,3,3,4,4,4,2,0,인천,연수구,현대프리미엄아울렛 송도점,150,4,0,5,5,5,814
a017818,0,20,3,1,3,4,2,2,3,3,4,4,4,1,1,인천,연수구,현대프리미엄아울렛 송도점,150,4,0,5,5,5,1549
a002117,0,20,4,1,2,4,2,2,3,3,4,4,4,3,1,인천,연수구,현대프리미엄아울렛 송도점,90,4,0,5,5,5,154
a008375,1,20,5,3,1,4,2,2,3,3,4,4,4,3,2,인천,연수구,현대프리미엄아울렛 송도점,60,4,0,5,5,5,1279
a006557,0,20,1,1,3,6,1,2,4,3,5,5,4,2,0,경기,남양주시,현대프리미엄아울렛 스페이스원,30,4,1,5,5,5,1001
a006557,0,20,1,1,3,6,1,2,4,3,5,5,4,2,0,경기,남양주시,현대프리미엄아울렛 스페이스원,30,4,1,5,4,5,1006
a006557,0,20,1,1,3,6,1,2,4,3,5,5,4,2,0,경기,남양주시,현대프리미엄아울렛 스페이스원,30,4,1,5,5,5,1002
a006557,0,20,1,1,3,6,1,2,4,3,5,5,4,2,0,경기,남양주시,현대프리미엄아울렛 스페이스원,30,4,1,5,4,5,1004
a006557,0,20,1,1,3,6,1,2,4,3,5,5,4,2,0,경기,남양주시,현대프리미엄아울렛 스페이스원,60,4,1,4,4,4,1005
a003188,1,20,4,2,1,6,1,2,4,3,5,5,4,3,3,경기,남양주시,현대프리미엄아울렛 스페이스원,150,4,0,4,2,3,300
a006557,0,20,1,1,3,6,1,2,4,3,5,5,4,2,0,경기,남양주시,현대프리미엄아울렛 스페이스원,30,4,1,4,4,4,1003
a002824,1,20,3,1,1,2,2,1,3,3,2,6,5,1,1,경기,안성시,호수정감,30,1,0,5,4,4,671
a010249,1,20,4,2,5,2,2,3,3,3,5,3,6,1,1,경기,용인시,호암미술관 전통정원희원,90,3,0,3,4,4,1510
a005633,0,20,5,1,1,3,2,2,1,4,2,3,6,3,1,서울,종로구,홍건익가옥,30,2,0,4,2,4,212
a004305,1,20,4,1,3,6,2,2,2,2,4,5,2,2,0,서울,마포구,홍익대학교 서울캠퍼스,90,3,0,4,4,4,283
a004305,1,20,4,1,3,6,2,2,2,2,4,5,2,2,0,서울,마포구,홍익대학교 서울캠퍼스,120,7,1,5,5,5,284
a004101,1,20,3,1,3,4,4,5,4,5,4,4,5,1,1,경기,광주시,화담숲,90,1,0,5,5,5,721
a002277,0,20,4,2,2,4,4,5,4,5,4,4,5,8,1,경기,광주시,화담숲,180,1,0,4,4,4,362
a004662,0,20,10,3,5,4,4,5,4,5,4,4,5,6,3,경기,광주시,화담숲,270,1,0,5,5,5,656
a004101,1,20,3,1,3,4,4,5,4,5,4,4,5,1,1,경기,광주시,화담숲,30,1,0,5,5,5,720
a010285,1,20,4,3,2,4,2,1,4,2,3,5,5,1,0,경기,안산시,화랑유원지,90,1,0,4,4,4,328
a011120,0,20,2,2,20,2,1,1,6,7,4,5,5,7,3,경기,수원시,화서시장,60,4,0,5,4,4,464
a002270,1,20,2,1,5,2,4,1,3,3,3,6,4,6,1,경기,화성시,화성융릉과건릉,30,2,0,5,5,5,78
a002270,1,20,2,1,5,2,4,1,3,3,3,6,4,6,1,경기,화성시,화성종합경기타운,150,8,0,4,4,4,79
a013687,0,20,1,2,3,3,2,2,4,4,4,4,5,3,1,경기,수원시,화성행궁,30,2,0,3,2,4,1085
a015098,0,20,4,2,2,3,2,2,4,4,4,4,5,1,0,경기,수원시,화성행궁,30,2,0,4,3,4,1484
a007260,1,20,2,1,2,3,2,2,4,4,4,4,5,8,0,경기,수원시,화성행궁,90,2,1,4,3,4,1193
a006316,1,20,2,1,1,3,2,2,4,4,4,4,5,1,0,경기,수원시,화성행궁,90,2,0,5,5,5,741
a011120,0,20,2,2,20,3,2,2,4,4,4,4,5,7,3,경기,수원시,화성행궁,60,2,0,3,3,3,465
a002001,1,20,1,2,1,3,2,2,4,4,4,4,5,1,0,경기,수원시,화성행궁,60,2,0,5,5,5,528
a007079,1,20,1,1,4,3,2,2,4,4,4,4,5,7,0,경기,수원시,화성행궁,60,2,0,5,5,5,256
a005375,0,20,2,2,2,3,2,2,4,4,4,4,5,1,1,경기,수원시,화성행궁,30,2,0,5,5,5,1401
a018110,1,20,3,1,1,3,2,2,4,4,4,4,5,7,1,경기,수원시,화성행궁,60,2,0,5,4,5,1057
b005303,0,20,4,1,4,3,2,2,4,4,4,4,5,2,1,경기,수원시,화성행궁,30,2,0,4,4,3,32
a001814,1,20,4,1,1,3,2,2,4,4,4,4,5,5,1,경기,수원시,화성행궁,30,2,0,5,5,5,570
a001998,0,20,1,2,1,3,2,2,4,4,4,4,5,3,1,경기,수원시,화성행궁,30,2,1,4,3,4,114
a005034,0,20,4,2,1,3,2,2,4,4,4,4,5,8,0,경기,수원시,화성행궁,90,2,0,4,4,5,824
a009705,1,20,4,1,1,3,2,2,4,4,4,4,5,8,0,경기,수원시,화성행궁,30,2,0,5,5,5,848
a003603,0,20,3,2,6,3,2,2,4,4,4,4,5,7,1,경기,수원시,화성행궁,30,2,0,4,4,4,207
a003223,0,20,5,2,4,3,2,2,4,4,4,4,5,2,0,경기,수원시,화성행궁,30,2,1,4,3,3,20
a015098,0,20,4,2,2,3,2,2,4,4,4,4,5,1,0,경기,수원시,화성행궁,30,2,1,4,5,5,1486
a000385,0,20,2,1,5,3,2,2,4,4,4,4,5,2,1,경기,수원시,화성행궁,30,2,0,5,5,5,70
a002108,1,20,3,2,3,3,2,2,4,4,4,4,5,1,1,경기,수원시,화성행궁,30,2,0,4,3,3,650
a001879,1,20,4,3,4,3,2,2,4,4,4,4,5,8,1,경기,수원시,화성행궁,120,2,0,5,5,5,886
a001801,1,20,4,1,4,3,2,2,4,4,4,4,5,7,1,경기,수원시,화성행궁,30,2,0,5,5,5,1209
a007894,1,20,4,1,1,3,2,2,4,4,4,4,5,1,0,경기,수원시,화성행궁,30,2,0,5,5,5,492
a003778,0,20,5,1,2,3,2,2,4,4,4,4,5,7,0,경기,수원시,화성행궁,30,2,0,5,3,4,481
a012513,0,20,7,1,1,3,2,2,4,4,4,4,5,1,1,경기,수원시,화성행궁,120,2,0,4,4,4,1565
a001390,1,20,4,2,2,3,2,2,4,4,4,4,5,3,1,경기,수원시,화성행궁,60,2,0,5,5,5,292
a004024,1,20,5,2,2,3,2,2,4,4,4,4,5,1,1,경기,수원시,화성행궁,30,2,0,4,4,4,806
a004092,1,20,3,3,1,3,2,2,4,4,4,4,5,2,1,경기,수원시,화성행궁,60,2,0,5,5,5,1588
a003636,1,20,2,1,2,3,2,2,4,4,4,4,5,8,0,경기,수원시,화성행궁,60,2,1,5,5,5,1235
a002884,1,20,2,2,1,3,2,2,4,4,4,4,5,2,0,경기,수원시,화성행궁,60,2,0,5,5,5,1544
a002789,0,20,4,1,2,3,2,2,4,4,4,4,5,8,0,경기,수원시,화성행궁,240,2,0,4,5,5,1010
a003603,0,20,3,2,6,3,2,2,4,4,4,4,5,7,1,경기,수원시,화성행궁,60,2,0,4,4,4,206
a002739,1,20,1,3,2,3,2,2,4,4,4,4,5,2,0,경기,수원시,화성행궁,210,2,0,3,4,5,728
a012289,0,20,1,2,1,3,2,2,4,4,4,4,5,1,1,경기,수원시,화성행궁,90,2,0,5,4,4,234
a003447,1,20,1,1,2,3,2,2,4,4,4,4,5,1,0,경기,수원시,화성행궁,30,2,1,4,3,4,723
a002003,1,20,3,1,1,3,2,2,4,4,4,4,5,1,1,경기,수원시,화성행궁,30,2,0,2,2,2,1666
a002387,1,20,1,2,1,3,2,2,4,4,4,4,5,3,1,경기,수원시,화성행궁,60,2,1,5,2,4,718
a010131,0,20,2,1,1,3,2,2,4,4,4,4,5,3,1,경기,수원시,화성행궁,30,2,0,5,5,5,1674
b007029,1,20,3,1,1,3,2,2,4,4,4,4,5,1,1,경기,수원시,화성행궁,30,2,0,3,3,3,854
a018022,1,20,2,1,1,3,2,2,4,4,4,4,5,3,1,경기,수원시,화성행궁,60,2,0,4,4,5,1315
a003173,0,20,2,1,3,3,2,2,4,4,4,4,5,3,1,경기,수원시,화성행궁,60,2,0,4,4,4,1299
a001716,0,20,1,2,1,6,4,2,5,5,6,4,5,1,1,서울,종로구,황학정 국궁전시관,60,3,0,3,3,3,488
a017665,0,20,2,1,4,4,5,5,5,6,5,4,5,5,0,경기,의정부시,회룡사,30,2,0,5,5,5,259
a018069,1,20,4,1,2,1,2,2,4,5,6,2,6,2,1,경기,양주시,회암사지박물관,90,2,0,4,3,3,1106
a004499,1,20,3,6,1,2,3,5,4,4,3,2,5,1,0,서울,동작구,효사정,240,1,0,4,4,4,1070
a008666,0,20,4,2,1,3,2,2,2,3,4,4,4,3,1,경기,수원시,효원공원,30,1,0,5,3,3,1534
a007260,1,20,2,1,2,3,2,2,2,3,4,4,4,8,0,경기,수원시,효원공원,30,7,0,4,3,4,1190
a002002,1,20,4,2,2,6,2,4,3,3,4,1,6,1,0,서울,용산구,효창공원,30,1,0,4,4,4,228
a015803,0,20,2,3,6,5,2,1,4,4,4,2,6,6,0,서울,종로구,흥인지문,30,2,1,3,4,4,337
a006545,0,20,2,1,1,5,2,1,4,4,4,2,6,3,1,서울,종로구,흥인지문,60,2,1,4,5,5,1329
a003657,1,20,4,3,2,2,1,4,6,4,2,2,6,1,4,경기,화성시,히어로플레이파크 동탄지점,150,6,0,5,5,5,170
a001922,1,20,3,2,2,4,4,3,3,2,4,2,7,6,2,서울,서초구,힐튼가든인 서울강남점,240,5,0,5,5,5,453
