TRAVELER_ID,GENDER,AGE_GRP,INCOME,trip_day,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,SIDO,GUNGU,VISIT_AREA_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,sort
a017706,0,20,4,1,6,4,4,1,4,7,7,1,7,1,1,서울,영등포구,63스퀘어,120,3,0,5,4,3,1714
a004224,0,20,4,3,1,4,2,1,3,6,3,3,6,7,0,서울,영등포구,63아트홀,60,3,1,4,3,3,1885
a001549,1,20,2,1,1,3,1,1,3,4,1,6,5,3,1,경기,용인시,AK& 기흥,120,4,0,4,5,4,923
a000195,1,20,2,3,5,4,3,3,4,3,5,4,6,1,0,서울,마포구,AK& 홍대,30,4,1,5,5,5,696
a001375,0,20,2,3,4,4,3,3,4,3,5,4,6,3,2,서울,마포구,AK& 홍대,90,4,0,5,5,5,1094
a012496,1,20,4,2,5,4,3,3,4,3,5,4,6,4,0,서울,마포구,AK& 홍대,60,4,0,5,5,5,757
a018224,1,20,5,1,10,4,2,2,5,6,5,4,4,2,1,경기,수원시,AK플라자 AKTown점,60,4,1,4,4,4,1135
a013687,0,20,1,2,3,4,2,2,5,6,5,4,4,3,1,경기,수원시,AK플라자 AKTown점,90,4,1,5,5,5,1081
a004164,1,20,3,2,4,4,2,2,5,6,5,4,4,3,1,경기,수원시,AK플라자 AKTown점,180,4,1,5,5,5,975
a009706,1,20,4,1,6,4,2,2,5,6,5,4,4,2,0,경기,수원시,AK플라자 AKTown점,30,4,1,5,5,5,1712
a017797,0,20,4,1,4,4,2,2,5,6,5,4,4,2,1,경기,수원시,AK플라자 AKTown점,210,4,0,4,4,4,330
a004186,0,20,4,2,3,4,2,2,5,6,5,4,4,4,0,경기,수원시,AK플라자 AKTown점,120,4,1,4,4,4,1572
a004164,1,20,3,2,4,4,2,2,5,6,5,4,4,3,1,경기,수원시,AK플라자 AKTown점,30,4,0,4,5,5,974
a013687,0,20,1,2,3,4,2,2,5,6,5,4,4,3,1,경기,수원시,AK플라자 AKTown점,270,4,1,5,5,5,1083
a015018,0,20,4,1,1,4,3,1,2,3,2,5,6,1,0,경기,광명시,AK플라자 광명점,60,4,0,4,4,4,143
a003590,0,20,8,2,2,4,3,1,2,3,2,5,6,7,1,경기,광명시,AK플라자 광명점,90,4,0,4,4,4,1893
d004427,0,20,2,3,4,1,2,3,6,3,5,1,7,4,0,경기,평택시,AK플라자 평택점,30,4,0,3,3,3,810
a003223,0,20,5,2,4,1,1,1,1,1,5,3,1,2,0,경기,수원시,AK플라자수원점 AK갤러리,30,4,1,4,3,3,23
a002681,1,20,2,3,3,6,1,6,5,5,6,2,2,1,0,서울,강남구,Apple 가로수길,30,4,0,3,2,3,1836
a000277,1,20,4,2,3,3,3,2,4,6,4,6,5,1,1,서울,용산구,CGV 용산아이파크몰,180,3,0,5,5,5,1100
a007337,1,20,3,1,4,3,3,2,4,6,4,6,5,3,1,서울,용산구,CGV 용산아이파크몰,150,3,1,5,5,5,285
a002949,1,20,5,3,4,3,3,2,4,6,4,6,5,1,1,서울,용산구,CGV 용산아이파크몰,210,3,1,5,5,5,1108
a003980,1,20,4,4,3,1,1,1,6,7,1,1,4,2,1,서울,중구,DDP패션몰,90,3,0,5,5,5,1129
a007548,1,20,3,1,1,4,2,3,3,2,4,4,6,2,0,경기,파주시,DMZ 장단콩두부마을,30,7,0,4,4,3,1430
a000166,1,20,1,2,1,4,2,3,3,2,4,4,6,2,3,경기,파주시,DMZ 장단콩두부마을,60,7,0,4,4,4,1265
a001525,1,20,2,3,3,5,3,3,4,4,4,3,6,3,1,서울,영등포구,IFC몰,120,4,0,5,5,5,661
a005191,1,20,5,1,4,5,3,3,4,4,4,3,6,9,1,서울,영등포구,IFC몰,60,4,1,4,3,4,1556
a000116,0,20,4,3,1,5,3,3,4,4,4,3,6,1,0,서울,영등포구,IFC몰,30,4,1,3,3,3,1403
a003230,1,20,5,2,3,5,3,3,4,4,4,3,6,1,0,서울,영등포구,IFC몰,30,4,1,5,5,5,254
a017693,0,20,4,1,4,5,3,3,4,4,4,3,6,1,1,서울,영등포구,IFC몰,90,4,1,4,4,4,610
a012300,1,20,4,2,4,5,3,3,4,4,4,3,6,3,3,서울,영등포구,IFC몰,60,4,1,5,5,5,1662
a001960,1,20,4,2,3,5,3,3,4,4,4,3,6,2,0,서울,영등포구,IFC몰,30,4,0,5,5,5,450
a018154,1,20,4,1,4,5,3,3,4,4,4,3,6,3,2,서울,영등포구,IFC몰,150,4,1,5,5,5,982
a001103,0,20,4,3,4,5,3,3,4,4,4,3,6,1,0,서울,영등포구,IFC몰,60,4,0,4,4,4,902
a003981,1,20,1,3,1,2,2,1,5,7,6,6,2,1,0,서울,강서구,KBS아레나,30,5,0,1,1,1,1256
a004565,0,20,1,2,3,4,1,2,4,2,4,7,2,1,0,서울,마포구,KB청춘마루,90,3,0,5,5,5,14
a008269,0,20,7,3,4,6,2,3,4,2,4,5,6,1,0,서울,마포구,KT&G상상마당 홍대,30,3,0,4,3,4,1468
a007058,1,20,4,1,1,6,2,3,4,2,4,5,6,3,1,서울,마포구,KT&G상상마당 홍대,30,3,0,4,4,4,1681
a001448,1,20,5,3,5,3,1,2,2,3,4,5,7,3,1,서울,마포구,L7 홍대,120,5,0,5,5,5,47
a005781,1,20,3,1,2,3,3,3,4,3,4,5,5,2,0,서울,성동구,LCDC서울,30,3,0,4,4,4,316
a002971,0,20,2,4,1,3,3,3,4,3,4,5,5,2,0,서울,성동구,LCDC서울,30,4,0,4,2,2,113
a000477,1,20,5,2,4,3,3,3,4,3,4,5,5,2,1,서울,성동구,LCDC서울,30,4,0,3,2,3,1170
a003452,0,20,1,3,3,3,3,3,4,3,4,5,5,3,1,서울,성동구,LCDC서울,30,4,1,3,3,3,1275
a001992,1,20,4,2,2,3,3,3,4,3,4,5,5,10,1,서울,성동구,LCDC서울,60,3,0,3,2,2,1050
a002086,1,20,1,2,3,3,3,3,4,3,4,5,5,1,0,서울,성동구,LCDC서울,30,4,0,4,4,4,683
a009988,0,20,1,2,2,4,2,2,2,3,2,4,6,2,1,인천,연수구,NC큐브 커넬워크,60,4,0,3,3,3,553
b012022,1,20,4,2,1,4,2,2,2,3,2,4,6,1,0,인천,연수구,NC큐브 커넬워크,60,4,1,4,3,4,1873
a015683,1,20,3,2,1,3,2,1,2,5,5,1,7,7,1,인천,연수구,NC큐브 커넬워크 ,30,4,0,2,2,2,1786
a000181,0,20,2,2,1,3,1,2,4,4,2,1,6,3,1,서울,종로구,R&J씨어터,120,3,0,5,5,5,367
a000793,1,20,3,3,1,4,3,4,3,2,3,2,5,7,0,서울,강남구,S2A,60,3,0,3,3,3,1552
a008107,0,20,4,1,4,6,6,2,2,4,1,7,5,1,3,서울,강남구,SETEC,60,3,0,4,4,4,185
a015734,1,20,2,3,2,2,2,2,4,4,4,3,6,2,1,서울,종로구,SH아트홀,150,3,0,4,4,4,1583
a017754,0,20,2,1,1,5,3,2,2,2,5,3,3,2,0,서울,강남구,SPACE R,60,3,0,2,4,3,346
a007582,1,20,5,1,1,5,3,1,3,3,1,3,7,4,0,서울,용산구,story A,30,3,0,5,5,5,523
a001990,1,20,3,2,2,4,4,2,3,3,2,3,2,8,3,서울,송파구,가든파이브,180,4,0,4,4,4,978
a004420,0,20,3,3,1,1,1,1,3,7,2,6,7,7,1,경기,가평군,가평레저파크,30,5,0,4,5,4,1903
a001130,0,20,3,2,1,1,6,1,5,5,1,1,6,9,5,경기,가평군,가평뮤직빌리지 음악역1939,30,3,0,5,5,4,1537
a000816,0,20,7,2,10,2,2,2,3,6,4,6,6,1,3,경기,가평군,가평잣고을시장,30,4,0,3,3,3,1007
a002240,1,20,5,2,1,1,1,1,5,3,1,6,5,3,1,경기,가평군,가평탑랜드,60,5,0,5,4,5,1332
a002195,1,20,4,1,1,5,3,2,4,6,4,2,6,1,0,서울,종로구,가회동백인제가옥,30,3,0,3,3,3,618
a003230,1,20,5,2,3,5,3,2,4,6,4,2,6,1,0,서울,종로구,가회동백인제가옥,30,2,0,4,3,4,252
a006061,1,20,1,1,2,2,3,2,2,6,3,2,6,2,0,서울특별시,종로구,감고당길,30,7,0,5,4,4,28
a000588,1,20,5,3,2,5,5,3,4,5,3,2,6,3,3,서울,강남구,강남수상레져,240,5,0,4,3,4,1888
a008457,1,20,5,2,2,4,3,2,2,3,4,4,5,4,0,서울,강남구,강남역지하상가,30,4,1,4,4,4,1163
a010967,1,20,4,2,2,4,3,2,2,3,4,4,5,9,2,서울,강남구,강남역지하상가,60,4,1,5,5,5,437
a006821,1,20,1,1,2,5,4,5,3,2,5,3,6,1,0,서울,종로구,갤러리 아트사이드,60,3,0,5,5,5,548
a006603,0,20,1,1,2,4,2,2,4,4,4,4,5,3,1,경기,수원시,갤러리아백화점 광교점,60,4,0,5,5,5,681
a002714,1,20,5,1,1,4,2,2,4,4,4,4,5,1,0,경기,수원시,갤러리아백화점 광교점,30,4,1,3,4,3,1650
a010126,1,20,2,3,4,4,2,2,4,4,4,4,5,2,0,경기,수원시,갤러리아백화점 광교점,30,4,1,3,4,4,1387
a003329,1,20,1,2,1,4,2,2,4,4,4,4,5,2,2,경기,수원시,갤러리아백화점 광교점,60,4,1,5,5,5,852
a011569,0,20,3,2,2,5,2,2,2,1,2,1,3,1,0,서울,광진구,건국대학교 서울캠퍼스,480,8,0,5,5,5,74
a007929,1,20,3,1,2,6,3,1,2,7,1,2,7,3,1,서울,광진구,건국대학교 일감호,60,1,0,4,4,4,1808
a010285,1,20,4,3,2,4,2,1,4,2,3,5,5,1,0,경기,안산시,경기도미술관,90,3,0,5,5,5,325
a003947,0,20,2,2,1,2,2,3,2,3,3,6,5,3,1,경기,용인시,경기도박물관,30,2,0,5,5,5,1422
a001676,0,20,2,2,5,4,3,3,4,5,5,5,2,4,0,서울,동대문구,경동시장,30,4,0,2,1,2,1631
a000807,1,20,3,3,1,4,3,2,4,4,4,4,5,1,1,서울,종로구,경복궁,60,2,0,5,5,5,883
a003242,0,20,1,3,1,4,3,2,4,4,4,4,5,3,1,서울,종로구,경복궁,60,2,0,4,4,4,555
a004007,1,20,4,3,1,4,3,2,4,4,4,4,5,1,0,서울,종로구,경복궁,90,2,1,5,5,5,1725
a007222,1,20,3,1,6,4,3,2,4,4,4,4,5,3,1,서울,종로구,경복궁,60,2,1,4,4,4,534
a003317,1,20,4,3,4,4,3,2,4,4,4,4,5,2,0,서울,종로구,경복궁,90,2,1,5,5,5,857
a010181,0,20,2,3,1,4,3,2,4,4,4,4,5,3,1,서울,종로구,경복궁,60,2,1,5,5,5,87
a002315,1,20,5,3,3,4,3,2,4,4,4,4,5,10,1,서울,종로구,경복궁,120,2,0,2,3,3,596
a003436,0,20,4,3,4,4,3,2,4,4,4,4,5,2,0,서울,종로구,경복궁,60,2,0,5,5,5,1771
a006061,1,20,1,1,2,4,3,2,4,4,4,4,5,2,0,서울,종로구,경복궁,90,2,1,5,4,4,26
a001649,1,20,4,2,2,4,3,2,4,4,4,4,5,1,0,서울,종로구,경복궁,30,2,0,4,5,5,1730
a012502,1,20,4,2,1,4,3,2,4,4,4,4,5,1,0,서울,종로구,경복궁,60,2,0,5,5,5,1858
a008270,1,20,1,2,1,4,3,2,4,4,4,4,5,5,1,서울,종로구,경복궁,60,2,0,5,5,5,1883
a001997,1,20,2,2,2,4,3,2,4,4,4,4,5,1,0,서울,종로구,경복궁,60,2,0,5,5,5,1643
a004224,0,20,4,3,1,4,3,2,4,4,4,4,5,7,0,서울,종로구,경복궁,60,2,1,5,5,5,1886
a012416,1,20,2,2,1,4,3,2,4,4,4,4,5,4,0,서울,종로구,경복궁,60,2,1,5,5,5,614
c005343,1,20,4,1,10,4,3,2,4,4,4,4,5,1,1,서울,종로구,경복궁,90,2,0,5,5,5,390
a001293,1,20,1,2,1,4,3,2,4,4,4,4,5,1,3,서울,종로구,경복궁,30,2,1,5,5,5,273
a003252,1,20,5,2,3,4,3,2,4,4,4,4,5,8,2,서울,종로구,경복궁,60,2,1,4,3,3,1091
a002076,0,20,2,1,3,4,3,2,4,4,4,4,5,2,0,서울,종로구,경복궁,30,2,0,5,5,5,844
a005052,1,20,4,1,5,4,3,2,4,4,4,4,5,7,2,서울,종로구,경복궁,30,2,0,4,4,4,1501
a014382,1,20,3,3,3,4,3,2,4,4,4,4,5,1,0,서울,종로구,경복궁,120,2,1,5,5,5,1416
a011873,1,20,2,1,2,4,3,2,4,4,4,4,5,2,0,서울,종로구,경복궁,30,2,0,5,4,5,645
a006796,1,20,4,1,5,4,3,2,4,4,4,4,5,2,1,서울,종로구,경복궁,60,2,0,5,3,5,955
a001288,1,20,6,3,4,4,3,2,4,4,4,4,5,1,0,서울,종로구,경복궁,30,2,1,4,4,4,664
a001982,1,20,1,2,7,4,3,2,4,4,4,4,5,7,0,서울,종로구,경복궁,120,2,1,4,4,4,740
d005429,0,20,2,3,5,4,3,2,4,4,4,4,5,2,0,서울,종로구,경복궁,60,2,0,5,5,5,374
a005118,1,20,5,1,3,4,3,2,4,4,4,4,5,4,0,서울,종로구,경복궁,60,2,1,1,5,5,1369
a008224,1,20,4,3,1,4,3,2,4,4,4,4,5,1,1,서울,종로구,경복궁,120,2,0,4,2,4,1412
a000789,1,20,2,2,3,4,3,2,4,4,4,4,5,2,0,서울,종로구,경복궁,30,2,1,5,5,5,1238
a000951,1,20,2,3,3,4,3,2,4,4,4,4,5,5,0,서울,종로구,경복궁,30,2,1,5,5,5,1340
a004275,1,20,2,1,1,4,3,2,4,4,4,4,5,1,0,서울,종로구,경복궁,60,2,1,5,5,5,1357
a002493,0,20,5,2,1,4,3,2,4,4,4,4,5,8,0,서울,종로구,경복궁,60,2,0,5,5,5,784
a015734,1,20,2,3,2,4,3,2,4,4,4,4,5,2,1,서울,종로구,경복궁,90,2,0,5,5,5,1585
a003452,0,20,1,3,3,4,3,2,4,4,4,4,5,3,1,서울,종로구,경복궁,30,2,0,5,5,5,1274
a002245,1,20,4,3,4,4,3,2,4,4,4,4,5,2,0,서울,종로구,경복궁,90,2,1,4,3,4,1258
a012471,1,20,2,2,3,4,3,2,4,4,4,4,5,2,1,서울,종로구,경복궁,60,2,1,5,5,5,648
a003603,0,20,3,2,6,4,2,2,6,5,5,6,3,7,1,경기,수원시,경수갤러리,60,3,1,4,4,5,208
a003603,0,20,3,2,6,4,2,2,6,5,5,6,3,7,1,경기,수원시,경수갤러리,60,3,0,5,5,5,205
a008269,0,20,7,3,4,5,2,3,4,2,3,4,5,1,0,서울,마포구,경의선책거리,30,4,0,4,4,4,1467
a002019,1,20,1,2,1,5,2,3,4,2,3,4,5,2,0,서울,마포구,경의선책거리,30,4,0,4,4,5,12
a006985,1,20,4,1,3,5,1,1,2,6,3,1,7,7,0,경기,용인시,경희대학교 국제캠퍼스,60,7,0,4,4,4,357
a003873,1,20,1,1,2,7,7,4,4,1,4,3,7,5,0,서울,동대문구,경희대학교 서울캠퍼스,30,8,1,4,5,5,442
a017902,1,20,3,1,1,1,1,2,4,4,5,3,7,3,4,경기도,포천시,고모저수지,30,7,0,4,4,4,1594
a003048,1,20,3,1,4,7,4,1,2,4,6,5,6,1,1,경기,고양시,고양국제꽃박람회,30,8,0,2,1,1,760
a003617,1,20,3,3,4,1,2,1,6,2,5,6,5,1,0,경기,고양시,고양꽃전시관,60,3,0,1,4,4,1787
a003124,1,20,5,3,2,4,3,2,3,6,6,3,5,10,1,경기,고양시,고양시선인장전시관,30,3,0,4,3,4,1710
a003345,1,20,1,2,3,4,3,2,3,6,6,3,5,7,0,경기,고양시,고양시선인장전시관,30,3,0,5,2,4,711
a004132,1,20,2,2,2,7,1,1,7,1,7,7,7,2,1,경기,고양시,고양어울림누리 얼음마루,120,3,0,5,5,5,314
a013994,0,20,3,2,1,6,6,4,4,5,5,5,5,7,1,경기,고양시,고양종합운동장,270,3,0,4,5,5,104
a003179,1,20,2,2,1,4,2,2,5,6,5,4,6,1,0,서울,구로구,고척스카이돔,240,3,1,5,5,5,1655
a015776,0,20,1,3,5,4,2,2,5,6,5,4,6,3,1,서울,구로구,고척스카이돔,210,5,0,5,5,5,1593
a007829,0,20,2,1,2,4,2,2,5,6,5,4,6,1,1,서울,구로구,고척스카이돔,240,5,0,5,5,5,496
a015818,1,20,5,2,1,3,2,1,1,4,6,2,7,2,0,경기,광주시,곤지암리조트 스파라스파,90,6,0,4,3,4,583
a017280,1,20,5,2,2,3,1,3,2,6,4,1,7,3,1,경기,수원시,골든타임이스케이프,90,6,0,4,4,4,1608
a007658,0,20,1,1,3,4,4,1,4,7,4,1,7,7,1,서울,성동구,공간와디즈,60,4,0,4,4,4,400
a001584,1,20,2,3,1,6,2,2,2,4,6,5,2,7,0,경기,과천시,과천향교,30,2,0,3,3,3,819
a011866,1,20,4,2,1,7,1,2,3,7,4,6,7,7,1,서울특별시,관악구,관악산둘레길,60,7,0,4,4,4,1479
a006659,1,20,2,1,2,4,2,2,4,4,4,6,2,1,0,서울,강남구,광림아트센터 BBCH홀,240,3,0,4,4,5,1331
a001356,0,20,6,2,2,4,2,2,4,4,4,6,2,8,1,서울,강남구,광림아트센터 BBCH홀,150,3,0,5,3,5,1918
a007272,0,20,1,1,2,5,4,4,2,2,5,4,3,1,0,경기,안양시,광명새빛공원,60,1,1,5,5,5,1491
a002833,1,20,3,1,5,5,4,4,2,2,5,4,3,2,0,경기,안양시,광명새빛공원,30,1,0,5,4,3,589
a017891,0,20,2,1,1,4,3,1,2,5,4,1,6,7,0,경기,광명시,광명시자원회수시설,30,3,0,2,2,1,1756
a003590,0,20,8,2,2,3,3,1,3,4,3,2,6,7,1,경기,광명시,광명업사이클아트센터,60,3,0,5,3,4,1889
a017891,0,20,2,1,1,3,3,1,3,4,3,2,6,7,0,경기,광명시,광명업사이클아트센터,30,3,0,4,3,4,1755
a005604,0,20,1,2,7,3,3,1,3,4,3,2,6,4,0,경기,광명시,광명업사이클아트센터,60,3,0,5,5,5,414
a002271,0,20,4,3,10,5,2,2,4,4,3,4,5,1,0,서울,종로구,광장시장,60,4,0,4,4,4,1698
a001971,0,20,2,2,3,5,2,2,4,4,3,4,5,1,0,서울,종로구,광장시장,180,4,0,5,5,5,30
a001992,1,20,4,2,2,5,2,2,4,4,3,4,5,10,1,서울,종로구,광장시장,90,4,0,3,4,4,1051
a005012,0,20,2,2,4,5,2,2,4,4,3,4,5,8,0,서울,종로구,광장시장,30,4,1,3,3,3,41
a004227,0,20,3,2,4,5,2,2,4,4,3,4,5,2,0,서울,종로구,광장시장,60,4,0,5,4,4,830
a001316,1,20,2,4,2,5,2,2,4,4,3,4,5,7,5,서울,종로구,광장시장,60,4,0,3,2,3,354
a004291,0,20,4,1,3,5,2,2,4,4,3,4,5,1,1,서울,종로구,광장시장,120,4,1,4,4,4,1255
a005182,0,20,4,1,10,5,2,2,4,4,3,4,5,2,0,서울,종로구,광장시장,30,4,0,5,5,5,1087
a001716,0,20,1,2,1,5,2,2,4,4,3,4,5,1,1,서울,종로구,광장시장,30,4,0,3,3,3,487
a003124,1,20,5,3,2,5,2,2,4,4,3,4,5,10,1,서울,종로구,광장시장,60,4,0,4,4,4,1711
a017837,1,20,4,1,2,5,2,2,4,4,3,4,5,3,1,서울,종로구,광장시장,30,4,0,5,5,5,769
a003305,0,20,2,2,1,5,2,2,4,4,3,4,5,1,1,서울,종로구,광장시장,60,4,1,4,5,4,968
a000554,0,20,1,3,1,5,2,2,4,4,3,4,5,3,1,서울,종로구,광장시장,60,4,0,5,5,5,1366
a009683,0,20,4,3,1,5,2,2,4,4,3,4,5,3,1,서울,종로구,광장시장,120,4,0,5,5,5,123
a004275,1,20,2,1,1,5,2,2,4,4,3,4,5,1,0,서울,종로구,광장시장,120,4,0,5,5,5,1358
a000788,1,20,4,3,3,5,2,2,4,4,3,4,5,3,1,서울,종로구,광장시장,60,4,0,4,3,3,1178
a006545,0,20,2,1,1,5,2,2,4,4,3,4,5,3,1,서울,종로구,광장시장,60,4,1,5,5,5,1328
a015803,0,20,2,3,6,5,2,2,4,4,3,4,5,6,0,서울,종로구,광장시장,30,4,0,5,4,4,343
a001964,1,20,2,2,4,5,2,2,4,4,3,4,5,1,0,서울,종로구,광장시장,30,4,1,4,4,4,307
a000951,1,20,2,3,3,5,2,2,4,4,3,4,5,5,0,서울,종로구,광장시장,60,4,1,4,4,3,1338
a000136,1,20,3,2,1,4,3,2,3,3,4,5,5,2,2,서울,종로구,광화문,30,2,0,4,4,4,1829
a001109,0,20,2,3,3,4,3,2,3,3,4,5,5,1,1,서울,종로구,광화문,30,2,1,4,4,5,1013
a005421,0,20,1,1,3,4,3,2,3,3,4,5,5,1,0,서울,종로구,광화문,30,2,1,3,3,3,1447
a014789,1,20,1,1,1,4,3,2,3,3,4,5,5,5,0,서울,종로구,광화문,60,7,1,5,5,5,811
a000949,1,20,4,3,1,4,3,2,3,3,4,5,5,3,2,서울,종로구,광화문,60,2,0,4,4,4,768
a001588,1,20,5,3,5,5,2,2,4,4,4,4,6,7,1,서울,종로구,교보문고 광화문점,30,3,1,4,4,4,1304
a008269,0,20,7,3,4,5,2,2,4,4,4,4,6,1,0,서울,종로구,교보문고 광화문점,60,4,0,4,3,4,1475
a014996,1,20,1,2,3,5,2,2,4,4,4,4,6,2,1,서울,종로구,교보문고 광화문점,30,4,0,5,5,5,1123
a001233,0,20,3,3,1,5,2,2,4,4,4,4,6,7,1,서울,종로구,교보문고 광화문점,30,4,0,4,4,4,564
a007548,1,20,3,1,1,1,2,3,4,2,2,5,6,2,0,경기,파주시,국립6.25전쟁납북자기념관,30,2,0,3,3,4,1432
a005421,0,20,1,1,3,3,3,2,3,3,3,3,5,1,0,서울,종로구,국립고궁박물관,30,2,0,3,3,3,1446
a000181,0,20,2,2,1,3,3,2,3,3,3,3,5,3,1,서울,종로구,국립고궁박물관,90,2,0,4,4,4,364
a001649,1,20,4,2,2,3,3,2,3,3,3,3,5,1,0,서울,종로구,국립고궁박물관,30,2,0,5,5,5,1729
a004007,1,20,4,3,1,3,3,2,3,3,3,3,5,1,0,서울,종로구,국립고궁박물관,30,2,0,5,5,5,1728
a003452,0,20,1,3,3,3,3,2,3,3,3,3,5,3,1,서울,종로구,국립고궁박물관,30,2,0,5,5,5,1277
a002077,1,20,2,1,2,3,3,2,3,3,3,3,5,6,1,서울,종로구,국립고궁박물관,60,2,0,5,5,5,16
a004594,1,20,7,1,5,2,2,6,5,6,7,2,7,8,1,경기,과천시,국립과천과학관,270,3,0,5,5,5,995
a005985,0,20,1,1,1,3,2,2,2,1,6,6,5,4,1,서울,중구,국립극단 명동예술극장,210,3,1,5,5,5,1595
a017864,0,20,1,1,2,5,3,3,4,5,3,5,4,1,0,서울,종로구,국립민속박물관,30,2,0,4,3,3,1134
a001997,1,20,2,2,2,5,3,3,4,5,3,5,4,1,0,서울,종로구,국립민속박물관,30,2,0,5,5,5,1641
a003252,1,20,5,2,3,5,3,3,4,5,3,5,4,8,2,서울,종로구,국립민속박물관,60,2,0,4,3,3,1090
a006726,1,20,5,1,3,5,3,3,4,5,3,5,4,4,0,서울,종로구,국립민속박물관,90,2,0,4,4,4,712
a004275,1,20,2,1,1,5,3,3,4,5,3,5,4,1,0,서울,종로구,국립민속박물관,30,2,1,5,5,5,1359
a004973,0,20,1,2,2,5,2,2,3,4,5,3,4,3,1,경기,파주시,국립민속박물관 파주,30,2,0,3,3,3,293
a001502,1,20,4,2,2,5,2,2,3,4,5,3,4,5,0,경기,파주시,국립민속박물관 파주,30,2,0,5,5,5,928
a010294,0,20,2,3,4,2,3,2,4,5,3,6,3,4,0,경기,포천시,국립수목원,90,1,1,5,4,5,658
a006987,0,20,1,1,2,4,3,2,4,5,4,4,5,7,0,서울,용산구,국립중앙박물관,150,2,0,4,4,5,279
a018044,1,20,1,1,15,4,3,2,4,5,4,4,5,7,0,서울,용산구,국립중앙박물관,90,3,1,4,4,4,1257
c005193,1,20,2,1,3,4,3,2,4,5,4,4,5,3,2,서울,용산구,국립중앙박물관,90,2,1,4,4,4,798
a013660,0,20,5,2,2,4,3,2,4,5,4,4,5,1,0,서울,용산구,국립중앙박물관,30,2,0,5,5,5,879
a000082,0,20,5,3,1,4,3,2,4,5,4,4,5,1,1,서울,용산구,국립중앙박물관,30,2,0,5,5,5,706
a012504,0,20,1,2,1,4,3,2,4,5,4,4,5,4,0,서울,용산구,국립중앙박물관,150,2,0,5,3,5,332
a003938,1,20,2,2,2,4,3,2,4,5,4,4,5,1,1,서울,용산구,국립중앙박물관,60,2,0,5,5,4,1241
a000136,1,20,3,2,1,4,3,2,4,5,4,4,5,2,2,서울,용산구,국립중앙박물관,270,2,0,4,4,5,1831
a017817,0,20,6,1,1,4,3,2,4,5,4,4,5,3,1,서울,용산구,국립중앙박물관,180,2,1,4,4,4,932
a017906,1,20,1,1,5,4,3,2,4,5,4,4,5,7,1,서울,용산구,국립중앙박물관,90,2,1,4,4,4,1427
a000984,0,20,6,5,10,4,3,2,4,5,4,4,5,7,0,서울,용산구,국립중앙박물관,330,2,0,5,3,5,755
a000770,0,20,1,3,2,4,3,2,4,5,4,4,5,1,1,서울,용산구,국립중앙박물관,90,2,0,5,5,5,235
a007582,1,20,5,1,1,4,3,2,4,5,4,4,5,4,0,서울,용산구,국립중앙박물관,60,2,0,5,5,5,525
a009792,0,20,2,3,3,4,3,2,4,5,4,4,5,1,1,서울,용산구,국립중앙박물관,60,2,0,5,5,5,1778
a001676,0,20,2,2,5,4,3,2,4,5,4,4,5,4,0,서울,용산구,국립중앙박물관,60,2,1,4,4,4,1630
a011422,1,20,2,1,2,4,3,2,4,5,4,4,5,1,0,서울,용산구,국립중앙박물관,60,2,0,5,5,5,1815
a000117,1,20,2,2,2,4,3,2,4,5,4,4,5,8,1,서울,용산구,국립중앙박물관,150,2,0,5,5,5,96
a000201,1,20,4,3,4,4,3,2,4,5,4,4,5,3,1,서울,용산구,국립중앙박물관,210,2,0,5,5,5,1284
a017817,0,20,6,1,1,4,3,2,4,5,4,4,5,3,1,서울,용산구,국립중앙박물관,90,2,1,4,4,4,933
c005193,1,20,2,1,3,6,4,1,5,5,5,6,7,3,2,서울,용산구,국립한글박물관,30,2,0,4,4,4,799
a002940,1,20,4,2,1,3,3,2,4,2,3,6,5,8,0,경기,과천시,국립현대미술관 과천관,150,3,0,5,5,5,231
a002321,1,20,4,1,5,3,3,2,4,2,3,6,5,1,0,경기,과천시,국립현대미술관 과천관,90,3,0,5,5,5,1804
a001887,0,20,3,2,5,3,3,2,4,2,3,6,5,2,0,경기,과천시,국립현대미술관 과천관,120,3,0,4,4,4,1322
a011436,1,20,5,2,4,3,3,2,4,2,3,6,5,1,1,경기,과천시,국립현대미술관 과천관,60,3,0,3,2,4,1868
a012112,1,20,5,1,1,3,3,2,4,2,3,6,5,1,1,경기,과천시,국립현대미술관 과천관,60,3,1,5,5,4,319
a007230,1,20,3,1,4,3,3,2,4,2,3,6,5,8,1,경기,과천시,국립현대미술관 과천관,120,3,0,5,5,5,65
a004211,1,20,1,3,2,4,2,1,7,7,5,1,7,2,1,서울,중구,국립현대미술관 덕수궁관,30,3,0,5,5,5,624
a001716,0,20,1,2,1,5,3,3,4,4,4,4,4,1,1,서울,종로구,국립현대미술관 서울관,60,3,1,4,5,4,490
a000201,1,20,4,3,4,5,3,3,4,4,4,4,4,3,1,서울,종로구,국립현대미술관 서울관,60,3,0,4,4,4,1286
